doc_id,title,country,year,languages,resource_type,planipolis_page_url,document_url,local_filename,source_row_number,word_count,text_chars
nep_dda51c1ebd,Plan intérimaire de lutte contre la COVID-19 en milieux scolaires,Congo DR,2020,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2020/plan-int%C3%A9rimaire-de-lutte-contre-la-covid-19-en-milieux-scolaires-7269,http://planipolis.iiep.unesco.org/sites/default/files/ressources/congo_dr_plan_interimaire_de_lutte_contre_covid-19_en_milieux_scolaires_mepst_juin_2020.pdf,congo_dr_plan_interimaire_de_lutte_contre_covid-19_en_milieux_scolaires_mepst_juin_2020.pdf,211,1971,12160
nep_1808fb7286,Projet d’équité et de renforcement du système éducatif (PERSE) : plan de mobilisation des parties prenantes (PMPP) Version 1,Congo DR,2020,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2020/projet-d%E2%80%99%C3%A9quit%C3%A9-et-de-renforcement-du-syst%C3%A8me-%C3%A9ducatif-perse-plan-de-mobilisation-des-parties,http://planipolis.iiep.unesco.org/sites/default/files/ressources/congo_dr_perse_plan-de-mobilisation-des-parties-prenantes-stakeholder-engagement-plan.pdf,congo_dr_perse_plan-de-mobilisation-des-parties-prenantes-stakeholder-engagement-plan.pdf,212,15198,99020
nep_15ef0035e9,Plan national sous-sectoriel du numérique PNSN-ESU Horizon 2025,Congo DR,2021,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2021/plan-national-sous-sectoriel-du-numerique-pnsn-esu-horizon-2025,http://planipolis.iiep.unesco.org/sites/default/files/ressources/congo_dr_Plan%20Sous%20Sectoriel%20Numerique-ESU.pdf,congo_dr_Plan Sous Sectoriel Numerique-ESU.pdf,210,9076,60860
nep_3f05ee7b30,Plan quinquennal du Ministère de l'éducation nationale et nouvelle citoyenneté (2024-2029),Congo DR,2025,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2025/plan-quinquennal-du-ministere-de-leducation-nationale-et-nouvelle-citoyennete-2024-2029,http://planipolis.iiep.unesco.org/sites/default/files/ressources/Congo_DR_Plan-Quinquennal-education_2024-2029.pdf,Congo_DR_Plan-Quinquennal-education_2024-2029.pdf,209,8748,63774
nep_ad2a41f12e,Learning for life: Cook Islands Education Master Plan 2008-2023,Cook Islands,2007,English,National Education Plans,http://planipolis.iiep.unesco.org/en/2007/learning-life-cook-islands-education-master-plan-2008-2023-4588,http://planipolis.iiep.unesco.org/sites/default/files/ressources/cook_islands_education_master_plan.pdf,cook_islands_education_master_plan.pdf,221,2201,14712
nep_538a0d5fda,Cook Islands: Draft: Emergency education plan,Cook Islands,2008,English,National Education Plans,http://planipolis.iiep.unesco.org/en/2008/cook-islands-draft-emergency-education-plan-4525,http://planipolis.iiep.unesco.org/sites/default/files/ressources/cook_islands_education_emergency_plan_draft.pdf,cook_islands_education_emergency_plan_draft.pdf,220,2254,15502
nep_72c9652cca,Ministry of Education Master Plan 2024-2034,Cook Islands,2024,English,National Education Plans,http://planipolis.iiep.unesco.org/en/2024/ministry-education-master-plan-2024-2034,http://planipolis.iiep.unesco.org/sites/default/files/ressources/cook_islands_Master_plan-2024-2034.pdf,cook_islands_Master_plan-2024-2034.pdf,219,8220,54729
nep_8c97a366d5,Plan Nacional de Desarrollo 2015-2018: 5.4. Sector educativo,Costa Rica,2014,Spanish,National Education Plans National Development Plans,http://planipolis.iiep.unesco.org/en/2014/plan-nacional-de-desarrollo-2015-2018-54-sector-educativo-6695,http://planipolis.iiep.unesco.org/sites/default/files/ressources/costa_rica_pnd_2015_018_sector_educativo.pdf,costa_rica_pnd_2015_018_sector_educativo.pdf,227,15622,99805
nep_317e72b332,Plan Nacional de la Educación Superior Universitaria Estatal 2016-2020,Costa Rica,2015,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2015/plan-nacional-de-la-educaci%C3%B3n-superior-universitaria-estatal-2016-2020-7219,http://planipolis.iiep.unesco.org/sites/default/files/ressources/costa_rica_plan_nacional_de_la_educacion_superior_universitaria_estatal_2016-2020_2015_spa.pdf,costa_rica_plan_nacional_de_la_educacion_superior_universitaria_estatal_2016-2020_2015_spa.pdf,226,39727,263020
nep_b7427ed820,Actualizándonos. Plan nacional de formación permanente 2016-2018,Costa Rica,2016,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2016/actualiz%C3%A1ndonos-plan-nacional-de-formaci%C3%B3n-permanente-2016-2018-7217,http://planipolis.iiep.unesco.org/sites/default/files/ressources/costa_rica_actualizandonos_plan_nacional_de_formacion_permanente_2016_spa.pdf,costa_rica_actualizandonos_plan_nacional_de_formacion_permanente_2016_spa.pdf,225,16958,116183
nep_1f764e55eb,"Informe anual y de período 2018: Cumplimiento de metas de objetivos sectoriales, programas y proyectos. PND 2015-2018 sector educativo",Costa Rica,2019,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2019/informe-anual-y-de-per%C3%ADodo-2018-cumplimiento-de-metas-de-objetivos-sectoriales-programas-y,http://planipolis.iiep.unesco.org/sites/default/files/ressources/informe-anual-pnd-2018-sector-educacion.pdf,informe-anual-pnd-2018-sector-educacion.pdf,224,34485,217956
nep_79292dfc63,Plan Nacional de la Educación Superior Universitaria Estatal: PLANES 2021-2025,Costa Rica,2020,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2020/plan-nacional-de-la-educaci%C3%B3n-superior-universitaria-estatal-planes-2021-2025-7218,http://planipolis.iiep.unesco.org/sites/default/files/ressources/costa_rica_plan_nacional_de_la_educacion_superior_universitaria_estatal_planes_2021-2025_2020_spa.pdf,costa_rica_plan_nacional_de_la_educacion_superior_universitaria_estatal_planes_2021-2025_2020_spa.pdf,223,69915,435173
nep_3bbff69dfa,Estrategia de gestión del riesgo de desastres en el sector educación de la República de Costa Rica 2022-2026,Costa Rica,2022,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2022/estrategia-de-gestion-del-riesgo-de-desastres-en-el-sector-educacion-de-la-republica-de-costa,http://planipolis.iiep.unesco.org/sites/default/files/ressources/costa_rica_estrategia-gestion-riesgo-desastre.pdf,costa_rica_estrategia-gestion-riesgo-desastre.pdf,222,12436,83936
nep_e974451ef1,Education Sector Development Plan 2005-2010,Croatia,2005,English,National Education Plans,http://planipolis.iiep.unesco.org/en/2005/education-sector-development-plan-2005-2010-4342,http://planipolis.iiep.unesco.org/sites/default/files/ressources/croatia_education_sector_development_plan_2005-2010.pdf,croatia_education_sector_development_plan_2005-2010.pdf,229,15002,100564
nep_85561e90d4,Coronavirus – organisation of distance teaching and learning in Croatia,Croatia,2020,English,National Education Plans,http://planipolis.iiep.unesco.org/en/2020/coronavirus-%E2%80%93-organisation-distance-teaching-and-learning-croatia-6874,http://planipolis.iiep.unesco.org/sites/default/files/ressources/croatia_covid_organisation_distance_teaching_learning.pdf,croatia_covid_organisation_distance_teaching_learning.pdf,228,12949,81772
nep_0547a60554,National Programme for the Development of Education in the Czech Republic: White Paper,Czech Republic,2001,English,National Education Plans,,czech_republic_white_paper_educ_dev_2001.pdf,czech_republic_white_paper_educ_dev_2001.pdf,238,62200,406508
nep_96aef130c8,Czech Republic Framework Education Programme for Basic Education (FEP BE),Czech Republic,2007,English,National Education Plans,,czech_republic_framework_education_programme_for_basic_education.pdf,czech_republic_framework_education_programme_for_basic_education.pdf,237,54094,370882
nep_dd89d54eae,"The Strategic Plan for the Scholarly, Scientific, Research, Development, Innovation, Artistic and Other Creative Activities of Higher Education Institutions for 2011-2015",Czech Republic,2010,English,National Education Plans,,czech_republic_he_institutions_strategic_plan_2011-2015.pdf,czech_republic_he_institutions_strategic_plan_2011-2015.pdf,236,12000,80765
nep_85aec55865,"The Strategic plan for the scholarly, scientific, research, development, innovation, artistic and other creative activities of Higher Education Institutions for 2016-2020",Czech Republic,2015,English,National Education Plans,,Czech_Republic_Strategic-Plan-HEI_2016_2020_eng.pdf,Czech_Republic_Strategic-Plan-HEI_2016_2020_eng.pdf,235,10234,69066
nep_16dc342074,Strategic framework: Czech Republic 2030,Czech Republic,2017,English,National Education Plans,,strategic_framework_cz20301.pdf,strategic_framework_cz20301.pdf,234,44181,295029
nep_69cbec33d5,Strategic plan of the Ministry for Higher Education for the period from 2021 (“SP2021+”),Czech Republic,2020,English,National Education Plans,https://planipolis.iiep.unesco.org/en/2020/strategic-plan-ministry-higher-education-period-2021-%E2%80%9Csp2021%E2%80%9D-7155,czech_republic_higher_education_strategic_plan_2021.pdf,czech_republic_higher_education_strategic_plan_2021.pdf,232,37370,248546
nep_e239f185b4,Strategy for the Education Policy of the Czech Republic up to 2030+,Czech Republic,2020,English,National Education Plans,,czech_republic_strategy_for_education_policy2030.pdf,czech_republic_strategy_for_education_policy2030.pdf,233,43787,312902
nep_118bf234f8,National action plan for quality assurance development in the Czech Republic,Czech Republic,2021,English,National Education Plans,https://planipolis.iiep.unesco.org/en/2021/national-action-plan-quality-assurance-development-czech-republic,Czech_Republic_national_action_plan_quality_assurance_development_2021.pdf,Czech_Republic_national_action_plan_quality_assurance_development_2021.pdf,231,9705,64700
nep_b4bd102e26,Strategy for the internationalisation of higher education for the period from 2021: annex to the Strategic plan of the Ministry for Higher Education for the period from 2021,Czech Republic,2021,English,National Education Plans,https://planipolis.iiep.unesco.org/en/2021/strategy-internationalisation-higher-education-period-2021-annex-strategic-plan-ministry,Czech_Republic_higher_education_internationalisation_strategy_2021.pdf,Czech_Republic_higher_education_internationalisation_strategy_2021.pdf,230,9120,63615
nep_b0e6c79f67,Plan National de Développement du secteur Education/Formation (PNDEF) 1998-2010,Côte D'ivoire,1999,French,National Education Plans,,cote_ivoire_pndef.pdf,cote_ivoire_pndef.pdf,243,7411,51207
nep_6c69e07aba,Plan d'action à moyen terme du secteur de l'éducation,Côte D'ivoire,2009,French,National Education Plans,,cotedivoireplandactions2009.pdf,cotedivoireplandactions2009.pdf,242,16265,104161
nep_311a0a6a7a,Plan opérationnel à moyen terme (POMT 2012-2015) de la réforme de l'ETFP de Côte d'Ivoire,Côte D'ivoire,2012,French,National Education Plans,,cote_ivoire_METFP_Plan_Operationnel_Reforme_ETFP.pdf,cote_ivoire_METFP_Plan_Operationnel_Reforme_ETFP.pdf,241,10818,69229
nep_d8bd82e08d,Plan sectoriel éducation/formation 2016-2025,Côte D'ivoire,2017,French,National Education Plans,,cote_divoire_plan_sectoriel_de_leducation.pdf,cote_divoire_plan_sectoriel_de_leducation.pdf,239,47826,291320
nep_20a6c5b3e9,Réforme de l'enseignement et de la formation techniques et professionnels 2016-2020,Côte D'ivoire,2017,French,National Education Plans,,cote_ivoire_plan_strategique_de_reforme_etfp_2016-2020_dec2017.pdf,cote_ivoire_plan_strategique_de_reforme_etfp_2016-2020_dec2017.pdf,240,30128,193562
nep_827b80650c,Better education action plan,Denmark,2002,English,National Education Plans,,denmark_better_education_action_plan.pdf,denmark_better_education_action_plan.pdf,247,21442,135819
nep_e50de9eefb,Denmark's strategy for lifelong learning: education and lifelong skills upgrading for all. Report to the European Commission,Denmark,2007,English,National Education Plans,,denmark_lifelong_learning.pdf,denmark_lifelong_learning.pdf,246,8984,57818
nep_614dd3d0cd,"Danish science, innovation and higher education - a global perspective",Denmark,2012,English,National Education Plans,,denmark_science_innovation_higher_education.pdf,denmark_science_innovation_higher_education.pdf,245,6958,45837
nep_bfcd4e310d,Handlingsplan for teknologi i undervisningen,Denmark,2018,English,National Education Plans,,180201-Handlingsplan-for-teknologi-i-undervisningen-2018.pdf,180201-Handlingsplan-for-teknologi-i-undervisningen-2018.pdf,244,3431,24674
nep_75ade9b71e,Schéma directeur et plan d'action 2001-2005,Djibouti,2000,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2000/sch%C3%A9ma-directeur-et-plan-daction-2001-2005-3685,http://planipolis.iiep.unesco.org/sites/default/files/ressources/djibouti_schema_directeur_plan_education.pdf,djibouti_schema_directeur_plan_education.pdf,268,30038,182258
nep_080ae7a396,Plan d'action 2006-2008,Djibouti,2005,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2005/plan-daction-2006-2008-3708,http://planipolis.iiep.unesco.org/sites/default/files/ressources/djibouti_education_plan.pdf,djibouti_education_plan.pdf,259,31393,200943
nep_e1031a6780,Schéma directeur 2010-2019: cap sur la qualité,Djibouti,2010,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2010/sch%C3%A9ma-directeur-2010-2019-cap-sur-la-qualit%C3%A9-5018,http://planipolis.iiep.unesco.org/sites/default/files/ressources/djibouti_schema_directeur_2010-2019.pdf,djibouti_schema_directeur_2010-2019.pdf,267,31563,165421
nep_4b1af19c3b,Plan d'action 2011-2016 du ministère de l'éducation et de la formation professionnelle (PAEFPT),Djibouti,2011,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2011/plan-daction-2011-2016-du-minist%C3%A8re-de-l%C3%A9ducation-et-de-la-formation-professionnelle-paefpt,http://planipolis.iiep.unesco.org/sites/default/files/ressources/djibouti_plan_daction_2011_2016.pdf,djibouti_plan_daction_2011_2016.pdf,260,7478,47434
nep_39a40892f0,Plan d'action de l'éducation 2014-2016,Djibouti,2013,French,National Education Plans,,djibouti_plan_gestion_personnel.pdf,djibouti_plan_gestion_personnel.pdf,254,5225,33600
nep_97d5fe6f47,Plan d'action de l'éducation 2014-2016,Djibouti,2013,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2013/plan-daction-de-l%C3%A9ducation-2014-2016-6253,http://planipolis.iiep.unesco.org/sites/default/files/ressources/djibouti_implementation_plan_2014_2016.pdf,djibouti_implementation_plan_2014_2016.pdf,261,48453,288882
nep_1e9eefffee,Plan d'action de l'éducation 2017-2019,Djibouti,2017,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2017/plan-daction-de-l%C3%A9ducation-2017-2019-6820,http://planipolis.iiep.unesco.org/sites/default/files/ressources/djibouti_plan_action_2017-2019.pdf,djibouti_plan_action_2017-2019.pdf,262,35900,212310
nep_3de151dc53,Plan d'action de l'éducation 2017-2019,Djibouti,2017,French,National Education Plans,,djibouti_mobilisation.pdf,djibouti_mobilisation.pdf,253,3923,26027
nep_68c267eb50,Projet d'élargir les possibilités d’apprentissage,Djibouti,2019,French,National Education Plans,,djibouti_cges.pdf,djibouti_cges.pdf,252,43494,283059
nep_1c5a42d87e,Stratégie 2020-2024 de l’enseignement supérieur et de la recherche,Djibouti,2019,French,National Education Plans,,djibouti_strategie_2020_-_2024_enseignement_superieur.pdf,djibouti_strategie_2020_-_2024_enseignement_superieur.pdf,251,36410,233800
nep_318c0ea730,Plan de réponse sectorielle de l’éducation à la crise COVID19,Djibouti,2020,French,National Education Plans,,djibouti_plan_de_reponse_covid19_secteur_education_menfop.pdf,djibouti_plan_de_reponse_covid19_secteur_education_menfop.pdf,250,1715,11115
nep_1f0a285f3f,Projet d'élargir les possibilités d'apprentissage,Djibouti,2020,French,National Education Plans,,djibouti_cpr_0.pdf,djibouti_cpr_0.pdf,249,25531,168638
nep_0370f4fa39,Schéma directeur de l’éducation et de la formation (SDEF) 2021-2035,Djibouti,2022,French,National Education Plans,,djibouti_schema_directeur_2021-2035.pdf,djibouti_schema_directeur_2021-2035.pdf,248,79943,496093
nep_ca86dd6514,"Plan estratégico de desarrollo de la educación Dominicana 2003-2012: situación de la Educación Dominicana, al año 2002",Dominican Republic,2003,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2003/plan-estrat%C3%A9gico-de-desarrollo-de-la-educaci%C3%B3n-dominicana-2003-2012-situaci%C3%B3n-de-la-educaci%C3%B3n,http://planipolis.iiep.unesco.org/sites/default/files/ressources/dominican_republic_plan_estrategico_de_desarrollo_de_la_educacion.pdf,dominican_republic_plan_estrategico_de_desarrollo_de_la_educacion.pdf,264,50260,319396
nep_b908ccad0f,Plan decenal de educación 2008-2018: un instrumento de trabajo en procura de la excelencia educativa,Dominican Republic,2008,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2008/plan-decenal-de-educaci%C3%B3n-2008-2018-un-instrumento-de-trabajo-en-procura-de-la-excelencia,http://planipolis.iiep.unesco.org/sites/default/files/ressources/dominican_republic_plan_decenal_2008-2018.pdf,dominican_republic_plan_decenal_2008-2018.pdf,263,27322,171281
nep_4e6841ca25,Pacto nacional para la reforma educativa en la República Dominicana (2014-2030),Dominican Republic,2014,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2014/pacto-nacional-para-la-reforma-educativa-en-la-rep%C3%BAblica-dominicana-2014-2030-6697,http://planipolis.iiep.unesco.org/sites/default/files/ressources/pacto-nacional-para-la-reforma-educativa-en-la-republica-dominicana.pdf,pacto-nacional-para-la-reforma-educativa-en-la-republica-dominicana.pdf,258,9660,62887
nep_dd45b39076,Plan estratégico del Ministerio de Educación 2017 - 2020,Dominican Republic,2017,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2017/plan-estrat%C3%A9gico-del-ministerio-de-educaci%C3%B3n-2017-2020-6765,http://planipolis.iiep.unesco.org/sites/default/files/ressources/dominican_republic_plan-estrategico-2017-2020-ministerio-de-educacion.pdf,dominican_republic_plan-estrategico-2017-2020-ministerio-de-educacion.pdf,265,63563,410601
nep_a7438dd477,Hacia el Plan decenal de educación de adultos,Ecuador,2006,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2006/hacia-el-plan-decenal-de-educaci%C3%B3n-de-adultos-4504,http://planipolis.iiep.unesco.org/sites/default/files/ressources/ecuadorplandecenalparaadultos.pdf,ecuadorplandecenalparaadultos.pdf,255,1802,11056
nep_0fac197e9b,Hacia el Plan decenal de educación del Ecuador 2006-2015: primera versión resumida,Ecuador,2006,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2006/hacia-el-plan-decenal-de-educaci%C3%B3n-del-ecuador-2006-2015-primera-versi%C3%B3n-resumida-4503,http://planipolis.iiep.unesco.org/sites/default/files/ressources/ecuador_hacia_plan_decenal.pdf,ecuador_hacia_plan_decenal.pdf,256,9640,58884
nep_3103f09c76,Ten year education plan in Ecuador 2006 - 2015: second year,Ecuador,2007,"English,French,Spanish,Portuguese",National Education Plans,http://planipolis.iiep.unesco.org/en/2007/ten-year-education-plan-ecuador-2006-2015-second-year-4501,http://planipolis.iiep.unesco.org/sites/default/files/ressources/ecuadorplandecennaldeleducationfre.pdf,ecuadorplandecennaldeleducationfre.pdf,273,6374,39951
nep_7bf52c902b,Ten year education plan in Ecuador 2006 - 2015: second year,Ecuador,2007,"English,French,Spanish,Portuguese",National Education Plans,http://planipolis.iiep.unesco.org/en/2007/ten-year-education-plan-ecuador-2006-2015-second-year-4501,http://planipolis.iiep.unesco.org/sites/default/files/ressources/ecuadortenyeareducationplanpor.pdf,ecuadortenyeareducationplanpor.pdf,275,5754,36856
nep_bb5653152b,Ten year education plan in Ecuador 2006 - 2015: second year,Ecuador,2007,"English,French,Spanish,Portuguese",National Education Plans,http://planipolis.iiep.unesco.org/en/2007/ten-year-education-plan-ecuador-2006-2015-second-year-4501,http://planipolis.iiep.unesco.org/sites/default/files/ressources/ecuadortenyeareducationplaneng.pdf,ecuadortenyeareducationplaneng.pdf,272,5692,36308
nep_d2f11e1ab6,Ten year education plan in Ecuador 2006 - 2015: second year,Ecuador,2007,"English,French,Spanish,Portuguese",National Education Plans,http://planipolis.iiep.unesco.org/en/2007/ten-year-education-plan-ecuador-2006-2015-second-year-4501,http://planipolis.iiep.unesco.org/sites/default/files/ressources/ecuadorplandecenaldeeducacionspa.pdf,ecuadorplandecenaldeeducacionspa.pdf,274,6328,40542
nep_84a7b61468,Plan nacional para la reducción de riesgos de desastres en educación,Ecuador,2019,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2019/plan-nacional-para-la-reducci%C3%B3n-de-riesgos-de-desastres-en-educaci%C3%B3n-6804,http://planipolis.iiep.unesco.org/sites/default/files/ressources/plan-nacional-para-la-reduccion-de-riesgos-de-desastres-en-el-sistema-educativo.pdf,plan-nacional-para-la-reduccion-de-riesgos-de-desastres-en-el-sistema-educativo.pdf,266,16268,107300
nep_920cbd0605,National strategic plan for pre-university education reform in Egypt 2007/08-2011/12 [includes: Preliminary note and executive summary. Annexes],Egypt,2007,"English,Arabic",National Education Plans,http://planipolis.iiep.unesco.org/en/2007/national-strategic-plan-pre-university-education-reform-egypt-200708-201112-includes,http://planipolis.iiep.unesco.org/sites/default/files/ressources/egyptstrategicplanpre-universityeducation.pdf,egyptstrategicplanpre-universityeducation.pdf,257,190130,1233326
nep_000918dc98,Strategic plan for pre-university education 2014-2030,Egypt,2014,"English,Arabic",National Education Plans,http://planipolis.iiep.unesco.org/en/2014/strategic-plan-pre-university-education-2014-2030-5881,http://planipolis.iiep.unesco.org/sites/default/files/ressources/egypt_strategic_plan_pre-university_education_2014-2030_programmes_arabic.pdf,egypt_strategic_plan_pre-university_education_2014-2030_programmes_arabic.pdf,271,71112,485907
nep_8fe56eecb6,Strategic plan for pre-university education 2014-2030,Egypt,2014,"English,Arabic",National Education Plans,http://planipolis.iiep.unesco.org/en/2014/strategic-plan-pre-university-education-2014-2030-5881,http://planipolis.iiep.unesco.org/sites/default/files/ressources/egypt_strategic_plan_pre-university_education_2014-2030_arabic.pdf,egypt_strategic_plan_pre-university_education_2014-2030_arabic.pdf,270,46525,313086
nep_ef11d5aa5b,Strategic plan for pre-university education 2014-2030,Egypt,2014,"English,Arabic",National Education Plans,http://planipolis.iiep.unesco.org/en/2014/strategic-plan-pre-university-education-2014-2030-5881,http://planipolis.iiep.unesco.org/sites/default/files/ressources/egypt_strategic_plan_pre-university_education_2014-2030_eng_0.pdf,egypt_strategic_plan_pre-university_education_2014-2030_eng_0.pdf,269,33969,222267
nep_7716f20c49,Plan nacional de educación 2021: EDUCAME: educación media para todos,El Salvador,2005,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2005/plan-nacional-de-educaci%C3%B3n-2021-educame-educaci%C3%B3n-media-para-todos-4912,http://planipolis.iiep.unesco.org/sites/default/files/ressources/el_salvador_plan2021_educame.pdf,el_salvador_plan2021_educame.pdf,352,4147,26397
nep_0693bce9fc,Plan nacional de educación 2021: educación preescolar y básica en la red solidaria,El Salvador,2005,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2005/plan-nacional-de-educacion-2021-educacion-preescolar-y-basica-en-la-red-solidaria,http://planipolis.iiep.unesco.org/sites/default/files/ressources/el_salvador_plan2021_red_solidaria.pdf,el_salvador_plan2021_red_solidaria.pdf,353,4825,28468
nep_b5eb7eaaf9,Plan nacional de educación 2021: fundamentos,El Salvador,2005,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2005/plan-nacional-de-educaci%C3%B3n-2021-fundamentos-4496,http://planipolis.iiep.unesco.org/sites/default/files/ressources/el_salvador_2021_fundamentos.pdf,el_salvador_2021_fundamentos.pdf,354,5091,32660
nep_2ecfe11b6e,Plan nacional de educación 2021: metas y políticas para construir el país que queremos,El Salvador,2005,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2005/plan-nacional-de-educaci%C3%B3n-2021-metas-y-pol%C3%ADticas-para-construir-el-pa%C3%ADs-que-queremos-4497,http://planipolis.iiep.unesco.org/sites/default/files/ressources/el_salvador_plan2021_metasypoliticas.pdf,el_salvador_plan2021_metasypoliticas.pdf,355,13404,86091
nep_1e0721f504,Ejes estratégicos del Plan Nacional de Educación en Función de la Nación: Educar para el desarrollo de capacidades productivas y ciudadanas. Gestión 2014-2019,El Salvador,2015,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2015/ejes-estrat%C3%A9gicos-del-plan-nacional-de-educaci%C3%B3n-en-funci%C3%B3n-de-la-naci%C3%B3n-educar-para-el,http://planipolis.iiep.unesco.org/sites/default/files/ressources/ejes_estratgicos_del_plan_nacional_de_educacin_en_funcin_de_la_nacin0.pdf,ejes_estratgicos_del_plan_nacional_de_educacin_en_funcin_de_la_nacin0.pdf,312,9118,58554
nep_46a9217ce1,Plan El Salvador Educado. Por el derecho a una educación de calidad,El Salvador,2016,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2016/plan-el-salvador-educado-por-el-derecho-una-educaci%C3%B3n-de-calidad-6699,http://planipolis.iiep.unesco.org/sites/default/files/ressources/plan_el_salvador_educado.compressed.pdf,plan_el_salvador_educado.compressed.pdf,338,57091,349376
nep_17ee064453,Guía para Elaborar el Plan de Protección Escolar Gestión Integral de Riesgos a Desastres,El Salvador,2023,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2023/guia-para-elaborar-el-plan-de-proteccion-escolar-gestion-integral-de-riesgos-desastres,http://planipolis.iiep.unesco.org/sites/default/files/ressources/el_salvador_Guia%20PPE%20MINEDUCYT%202023%20VF.pdf,el_salvador_Guia PPE MINEDUCYT 2023 VF.pdf,326,9096,63268
nep_69cea611fa,Education Sector Development Plan 2013-2017,Eritrea,2013,English,National Education Plans,http://planipolis.iiep.unesco.org/en/2013/education-sector-development-plan-2013-2017-5716,http://planipolis.iiep.unesco.org/sites/default/files/ressources/eritrea-education-sector-development-plan_2013-02.pdf,eritrea-education-sector-development-plan_2013-02.pdf,292,44219,278940
nep_40b0322468,Eritrea Education Sector Plan 2018-2022,Eritrea,2018,English,National Education Plans,http://planipolis.iiep.unesco.org/en/2018/eritrea-education-sector-plan-2018-2022-6567,http://planipolis.iiep.unesco.org/sites/default/files/ressources/eritrea_education_sector_plan_2018-2022.pdf,eritrea_education_sector_plan_2018-2022.pdf,315,55407,359810
nep_a02761d980,Estonian Youth Work Strategy 2006-2013,Estonia,2006,English,National Education Plans,http://planipolis.iiep.unesco.org/en/2006/estonian-youth-work-strategy-2006-2013-5184,http://planipolis.iiep.unesco.org/sites/default/files/ressources/estonia_youth_work_strategy_2006-2013.pdf,estonia_youth_work_strategy_2006-2013.pdf,317,8140,53392
nep_5971e71b81,The Five challenges of Estonian education: Estonian Education Strategy of 2012-2020 : draft,Estonia,2011,"English,Estonian",National Education Plans,http://planipolis.iiep.unesco.org/en/2011/five-challenges-estonian-education-estonian-education-strategy-2012-2020-draft-5340,http://planipolis.iiep.unesco.org/sites/default/files/ressources/estonia_education_stategy_2012-2020.pdf,estonia_education_stategy_2012-2020.pdf,369,3976,26188
nep_7d042e6135,The Five challenges of Estonian education: Estonian Education Strategy of 2012-2020 : draft,Estonia,2011,"English,Estonian",National Education Plans,http://planipolis.iiep.unesco.org/en/2011/five-challenges-estonian-education-estonian-education-strategy-2012-2020-draft-5340,http://planipolis.iiep.unesco.org/sites/default/files/ressources/estonia_education_stategy_2012-2020_estonian.pdf,estonia_education_stategy_2012-2020_estonian.pdf,370,2507,21204
nep_8f7d0fefc5,Estonian Lifelong Learning Strategy 2020,Estonia,2014,English,National Education Plans,http://planipolis.iiep.unesco.org/en/2014/estonian-lifelong-learning-strategy-2020,http://planipolis.iiep.unesco.org/sites/default/files/ressources/estonia_lll-strategy-2020.pdf,estonia_lll-strategy-2020.pdf,316,11545,76338
nep_7db1e5ec39,Education strategy 2021–2035,Estonia,2021,English,National Education Plans,http://planipolis.iiep.unesco.org/en/2021/education-strategy-2021%E2%80%932035-7453,http://planipolis.iiep.unesco.org/sites/default/files/ressources/estonia_education_strategy_2021-2023.pdf,estonia_education_strategy_2021-2023.pdf,311,13771,94183
nep_f08a18b811,National Education and Training Sector Improvement Programme (NETIP) 2018/19-2020/2021,Eswatini,2018,English,National Education Plans,http://planipolis.iiep.unesco.org/en/2018/national-education-and-training-sector-improvement-programme-netip-201819-20202021-6523,http://planipolis.iiep.unesco.org/sites/default/files/ressources/eswatini_netip.pdf,eswatini_netip.pdf,783,42773,276667
