doc_id,title,country,year,languages,resource_type,planipolis_page_url,document_url,local_filename,rights_publication_mode,source_row_number,rights_signal_class,rights_signal_name,rights_confidence,rights_evidence_location,rights_evidence_pages,rights_evidence_snippet
nep_40b04f01db,Plan integral de seguridad escolar,Chile,2017,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2017/plan-integral-de-seguridad-escolar,http://planipolis.iiep.unesco.org/sites/default/files/ressources/Chile_Plan-Integral-de-Seguridad-Escolar.pdf,Chile_Plan-Integral-de-Seguridad-Escolar.pdf,snippet_search_ok,180,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_1d7c98261e,Informe de Estrategia Nacional de Educación Pública,Chile,2022,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2022/informe-de-estrategia-nacional-de-educacion-publica,http://planipolis.iiep.unesco.org/sites/default/files/ressources/Chile_Informe-de-Estrategia-Nacional-de-Educacion-Publica.pdf,Chile_Informe-de-Estrategia-Nacional-de-Educacion-Publica.pdf,snippet_search_ok,178,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_5955cb2aa2,The 9th 5-Year Plan for China's educational development and the development outline by 2010,China,1997,English,National Education Plans,http://planipolis.iiep.unesco.org/en/1997/9th-5-year-plan-chinas-educational-development-and-development-outline-2010-3908,http://planipolis.iiep.unesco.org/sites/default/files/ressources/china_9th_5-year_plan_for_china_educational_development_.pdf,china_9th_5-year_plan_for_china_educational_development_.pdf,snippet_search_ok,189,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_f58d90c5dd,Framework of monitoring system for implementation of China's National Plan of Education [Chinese and English],China,2002,Multilingual,National Education Plans,http://planipolis.iiep.unesco.org/en/2002/framework-monitoring-system-implementation-chinas-national-plan-education-chinese-and-english,http://planipolis.iiep.unesco.org/sites/default/files/ressources/china_framework_implementation_plan_education.pdf,china_framework_implementation_plan_education.pdf,snippet_search_ok,188,copyright_notice,copyright_notice,low,ocr_full_text,,"RRMA R RA RRA AP A KE 6.2 26 BR EH eB ah RE : ===. 6.4 BRA AIA SEB BR ODE. BPG ) 6.5 HARARE MIE RASA A BRIN HB | 6.6 BRA AERA RS Me il) : 1 BAA | EAA esate] 7 PAR - 7 ER i HERMES ECON 1.0 Bk Lay Re : a AH : oR A HA co Hh eR aA o ERRDN : 7 ROERIR | 7.3 RA OPNE © RD ARRARR wr RR , o RREXEEH co Hai ee Al tk o RMA Pe 8 Hem |S LM, REA 8.3 PARDO GAEERAWKA, SMAMRMRADRH | CZE HY D1) 9, AHA | LL aRR RAP ae ow GDP Rie kK # : e@ Ai GDP cor i sp He Bly ae PAB fo MM AB RA 7 RS ABN WA 0 FHARR 7 LORE. 88 w 15-16 YAN PARA EM : o WA |"
nep_e63bcc44b5,The Full implementation of the 2003-2007 Action Plan for Invigorating Education,China,2004,English,National Education Plans,http://planipolis.iiep.unesco.org/en/2004/full-implementation-2003-2007-action-plan-invigorating-education-3704,http://planipolis.iiep.unesco.org/sites/default/files/ressources/china_full_implementation_2003-2007_action_plan_for_invigorating_education.pdf,china_full_implementation_2003-2007_action_plan_for_invigorating_education.pdf,link_only,187,restrictive,all_rights_reserved,high,pdf_edge_pages,"1,2,3,5,6","to increase their input and support to education. We also sincerely hope that all sectors of our society including the press will continue their concern, participation, support and facilitation to our educational development. P.R.C ©1998-2000 CERNIC, CERNET. All rights reserved. China Education and Research Network"
nep_35e8f9c324,Outline of China's National plan for medium and long-term education reform and development 2010-2020,China,2010,"English,Chinese",National Education Plans,http://planipolis.iiep.unesco.org/en/2010/outline-chinas-national-plan-medium-and-long-term-education-reform-and-development-2010-2020,http://planipolis.iiep.unesco.org/sites/default/files/ressources/china_national_long_term_educational_reform_development_2010-2020.pdf,china_national_long_term_educational_reform_development_2010-2020.pdf,snippet_search_ok,185,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_df129cf172,Outline of China’s National Plan for Medium and Long-term Education Reform and Development,China,2010,English,National Education Plans,http://planipolis.iiep.unesco.org/en/2010/outline-chinas-national-plan-medium-and-long-term-education-reform-and-development,http://planipolis.iiep.unesco.org/sites/default/files/ressources/China-Education-Plan-2010-2020.pdf,China-Education-Plan-2010-2020.pdf,snippet_search_ok,186,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_bd75fd5546,China ECE policy response to COVID-19,China,2020,English,National Education Plans,http://planipolis.iiep.unesco.org/en/2020/china-ece-policy-response-covid-19-6865,http://planipolis.iiep.unesco.org/sites/default/files/ressources/china-ece-policy-response-to-covid.pdf,china-ece-policy-response-to-covid.pdf,snippet_search_ok,181,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_797eda5e55,"Guidelines on COVID-19 prevention and control in kindergartens, primary and middle schools, higher education institutes [Chinese]",China,2020,Chinese,National Education Plans,http://planipolis.iiep.unesco.org/en/2020/guidelines-covid-19-prevention-and-control-kindergartens-primary-and-middle-schools-higher,http://planipolis.iiep.unesco.org/sites/default/files/ressources/china_covid19_prevention_control_higher_education.pdf,china_covid19_prevention_control_higher_education.pdf,snippet_search_ok,184,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_a96d673001,"Guidelines on COVID-19 prevention and control in kindergartens, primary and middle schools, higher education institutes [Chinese]",China,2020,Chinese,National Education Plans,http://planipolis.iiep.unesco.org/en/2020/guidelines-covid-19-prevention-and-control-kindergartens-primary-and-middle-schools-higher,http://planipolis.iiep.unesco.org/sites/default/files/ressources/china_covid19_prevention_control_kindergartens.pdf,china_covid19_prevention_control_kindergartens.pdf,snippet_search_ok,182,copyright_notice,copyright_notice,low,ocr_full_text,,"D Sc 5 A GB ; FR HA PB) Lae Pb Soe 2 JL Be dE ae BR FE Se), PB RK SABA BAILA WKS ILS oy PD JLB. $8) 11 TE) eS EL) ER rh PI KS RL oR (ARK EK) SSAA HT Nm Pu Th ABN Ti PA De REALTY , PB Beis PBF whl iM MER ID fe Ris SELES ACR bis TH eT BAF i PID, INAS RAR AA ABR © BAY UR PRULB SPD, (PHAR EE ABE. ILRAFY RRMA EH )WSNE TA ACS AS HF Fil ER aH AN ( $5 BS ) 2822 4a S BA f\——_ JE RAFERAG FFG KEB IA SFL BD, RSS a5 HANNS MSHAMBA. BB A AS AHR RAM BISA A Sey FAKE BAe RES DS, aS (MESRH EWAN A PAK EE. AFR KXAN FE PERERA EZ, IBLE IES ("
nep_fafaae283d,"Guidelines on COVID-19 prevention and control in kindergartens, primary and middle schools, higher education institutes [Chinese]",China,2020,Chinese,National Education Plans,http://planipolis.iiep.unesco.org/en/2020/guidelines-covid-19-prevention-and-control-kindergartens-primary-and-middle-schools-higher,http://planipolis.iiep.unesco.org/sites/default/files/ressources/china_covid19_prevention_control_primary_middle_schools.pdf,china_covid19_prevention_control_primary_middle_schools.pdf,snippet_search_ok,183,copyright_notice,copyright_notice,low,ocr_full_text,,"A BOSE AE ee AE ) ( BAAS AER EE A Bl) APRA, eas FE aA FICE Ta 1 a Per ARI EEE ee, FPA WAAR ADE PE LEE A il FE, POE BLE ME RE TBAT LYE. 6. Bw “mA”. pT ee ae BS LETT Rot Fee eS a A DS ET Ah TMS , SESE IE TTR er itll EE LT ll FE, BE “PASS TL” CAL 7). iE Leas ——— © yb ewig fe veRE REY er Hee fe ee Hea RRR RUE / pe \ / sR / 2 HEH PSE HE ~~ tl . a ee fe ey EE ill FE ~/ \ Ae Ky Hall EF fe YeyG EE ee (i RE ACESHe RE iEd XL TA es hill BE SRE TA Ree a AR 7 )\ SRA SAME LE MEA BAAR =/, =. BIDS A DUDE 7. MERA. AIPA AYE LIP IE Re bd"
nep_087f6d1f46,Plan sectorial de educación 2002-2006,Colombia,2003,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2003/plan-sectorial-de-educaci%C3%B3n-2002-2006-3843,http://planipolis.iiep.unesco.org/sites/default/files/ressources/colombia_plansectorial_2002_2006.pdf,colombia_plansectorial_2002_2006.pdf,snippet_search_ok,197,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_d88b391dd0,"Plan nacional decenal de educación 2006-2016, PNDE",Colombia,2006,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2006/plan-nacional-decenal-de-educaci%C3%B3n-2006-2016-pnde-4500,http://planipolis.iiep.unesco.org/sites/default/files/ressources/colombia_plan_decenal_educacion_2006-2016.pdf,colombia_plan_decenal_educacion_2006-2016.pdf,snippet_search_ok,196,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_00f36537ff,"Plan nacional de desarrollo 2006-2010, PND. Capítulo: Estado comunitario: desarrollo para todos. Educación",Colombia,2007,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2007/plan-nacional-de-desarrollo-2006-2010-pnd-cap%C3%ADtulo-estado-comunitario-desarrollo-para-todos,http://planipolis.iiep.unesco.org/sites/default/files/ressources/colombia_resumen_plan_nacional_desarrollo.pdf,colombia_resumen_plan_nacional_desarrollo.pdf,snippet_search_ok,195,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_0c9294939a,Revolución educativa: Plan sectorial de educación 2006-2010,Colombia,2008,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2008/revoluci%C3%B3n-educativa-plan-sectorial-de-educaci%C3%B3n-2006-2010-4495,http://planipolis.iiep.unesco.org/sites/default/files/ressources/colombia_plan_sectorial.pdf,colombia_plan_sectorial.pdf,snippet_search_ok,194,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_4a62d0ec05,Plan sectorial de educación 2010-2014,Colombia,2011,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2011/plan-sectorial-de-educaci%C3%B3n-2010-2014-5314,http://planipolis.iiep.unesco.org/sites/default/files/ressources/colombia_plan_sectorial_2010-2014.pdf,colombia_plan_sectorial_2010-2014.pdf,snippet_search_ok,192,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_4a6de2a1ff,Plan sectorial de educación 2010-2014,Colombia,2011,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2011/plan-sectorial-de-educaci%C3%B3n-2010-2014-5314,http://www.mineducacion.gov.co/1621/articles-293647_archivo_pdf_plansectorial.pdf,articles-293647_archivo_pdf_plansectorial.pdf,snippet_search_ok,193,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_40dd711a78,Marco Estratégico 2019 - 2022,Colombia,2019,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2019/marco-estrategico-2019-2022,http://planipolis.iiep.unesco.org/sites/default/files/ressources/Colombia_Marco%20Estrat%C3%A9gico%202019%20-%202022.pdf,Colombia_Marco Estratégico 2019 - 2022.pdf,snippet_search_ok,191,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_8c327b70a0,"Pacto por la equidad, pacto por la educación: avances estratégicos y respuesta de política ante la emergencia sanitaria por el Covid-19; plan sectorial 2018-2022",Colombia,2021,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2021/pacto-por-la-equidad-pacto-por-la-educacion-avances-estrategicos-y-respuesta-de-politica-ante,http://planipolis.iiep.unesco.org/sites/default/files/ressources/colombia_plan_sectorial_de_educacion_2018_2022_spa.pdf,colombia_plan_sectorial_de_educacion_2018_2022_spa.pdf,snippet_search_ok,190,copyright_notice,copyright_notice,low,ocr_full_text,,"aramillo Instituto Colombiano para la Evaluación de la Educación (ICFES) Directora. Mónica Ospina Londoño María Figueroa Cahnspeyer Fondo de Desarrollo de la Educación Superior (FODESEP) Gerente. Gustavo Adolfo Riveros Sáchica Eulalia Nohemí Jiménez Rodríguez © Ministerio de Educación Nacional Dirección, compilación y edición María Victoria Angulo González Andrés Fernando Casas Moreno Primera versión del documento Liliana González Ávila Diagramación y diseño Oficina Asesora de Comunicaciones 2021 Pág Pacto por la Equid"
nep_8b77264024,Union des Comores: Plan intérimaire de l'éducation 2013-2015,Comoros,2013,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2013/union-des-comores-plan-int%C3%A9rimaire-de-l%C3%A9ducation-2013-2015-5645,http://planipolis.iiep.unesco.org/sites/default/files/ressources/comoros-plan-interimaire-education_2013-2015.pdf,comoros-plan-interimaire-education_2013-2015.pdf,snippet_search_ok,202,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_74d7fe6078,Assistance technique au Projet de Renforcement du Pilotage et de l’Encadrement de l’Education aux Comores (PRePEEC) : analyse institutionnelle du MEN et des CEIA et élaboration d’un plan de formation pour leurs personnels « carrefours »,Comoros,2016,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2016/assistance-technique-au-projet-de-renforcement-du-pilotage-et-de-l%E2%80%99encadrement-de-l%E2%80%99education,http://planipolis.iiep.unesco.org/sites/default/files/ressources/comoros_rapport_analyse_institutionnelle_plan_de_formation_-_copie.pdf,comoros_rapport_analyse_institutionnelle_plan_de_formation_-_copie.pdf,snippet_search_ok,201,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_55418fbb52,Projet de Renforcement du Pilotage et de l’Encadrement de l’Éducation aux Comores (PRePEEC): plan pluriannuel de l’UDC 2018-2026,Comoros,2018,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2018/projet-de-renforcement-du-pilotage-et-de-l%E2%80%99encadrement-de-l%E2%80%99%C3%A9ducation-aux-comores-prepeec-plan,http://planipolis.iiep.unesco.org/sites/default/files/ressources/comoros_udc.pdf,comoros_udc.pdf,snippet_search_ok,199,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_3d62516cb5,Projet de transition de l'éducation de l'Union des Comores,Comoros,2018,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2018/projet-de-transition-de-l%C3%A9ducation-de-lunion-des-comores-6546,http://planipolis.iiep.unesco.org/sites/default/files/ressources/comoros_-_document_de_programme_2018-2010.pdf,comoros_-_document_de_programme_2018-2010.pdf,snippet_search_ok,200,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_799f1fd562,Stratégie nationale de développement de l’enseignement préélémentaire aux Comores,Comoros,2023,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2023/strategie-nationale-de-developpement-de-lenseignement-preelementaire-aux-comores,http://planipolis.iiep.unesco.org/sites/default/files/ressources/Comores_Strategie%20nationale%20de%20d%C3%A9veloppement%20de%20l%27enseignement%20preelementaire.pdf,Comores_Strategie nationale de développement de l_enseignement preelementaire.pdf,snippet_search_ok,198,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_c70d4c3da8,Plan décennal 2008-2017 de redressement et de développement de l'enseignement technique et professionnelle. Version corrigé,Congo,2008,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2008/plan-d%C3%A9cennal-2008-2017-de-redressement-et-de-d%C3%A9veloppement-de-lenseignement-technique-et-5228,http://planipolis.iiep.unesco.org/sites/default/files/ressources/congo_plan_decennal_2008_2017.pdf,congo_plan_decennal_2008_2017.pdf,snippet_search_ok,208,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_a0c3a85415,Stratégie sectorielle de l'éducation 2015-2025,Congo,2015,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2015/strat%C3%A9gie-sectorielle-de-l%C3%A9ducation-2015-2025-6410,http://planipolis.iiep.unesco.org/sites/default/files/ressources/congo_rep_-_plan_action_triennal_-_aout_2015.pdf,congo_rep_-_plan_action_triennal_-_aout_2015.pdf,snippet_search_ok,206,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_c8457ee5ef,Stratégie sectorielle de l'éducation 2015-2025,Congo,2015,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2015/strat%C3%A9gie-sectorielle-de-l%C3%A9ducation-2015-2025-6410,http://planipolis.iiep.unesco.org/sites/default/files/ressources/republic-of-congo-education-sector-plan.pdf,republic-of-congo-education-sector-plan.pdf,snippet_search_ok,205,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_5d12933300,Stratégie sectorielle de l'éducation 2015-2025: plan d'action 2016-2018,Congo,2015,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2015/strat%C3%A9gie-sectorielle-de-l%C3%A9ducation-2015-2025-plan-daction-2016-2018-7068,http://planipolis.iiep.unesco.org/sites/default/files/ressources/congo_rep_-_plan_action_triennal_-_aout_2015_0.pdf,congo_rep_-_plan_action_triennal_-_aout_2015_0.pdf,snippet_search_ok,207,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_2c8f53237c,Proposition de la République du Congo au Guichet de Financement Accéléré de la Riposte contre le COVID-19 du GPE/PME,Congo,2020,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2020/proposition-de-la-r%C3%A9publique-du-congo-au-guichet-de-financement-acc%C3%A9l%C3%A9r%C3%A9-de-la-riposte-contre,http://planipolis.iiep.unesco.org/sites/default/files/ressources/congp_2020-07-requete-financement-accelere-covid-19-document-programme-republique-congo.pdf,congp_2020-07-requete-financement-accelere-covid-19-document-programme-republique-congo.pdf,snippet_search_ok,204,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_bd8791a512,Stratégie sectorielle de l'éducation 2021-2030: plan d'action 2021-2023,Congo,2021,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2021/strat%C3%A9gie-sectorielle-de-l%C3%A9ducation-2021-2030-plan-daction-2021-2023-7165,http://planipolis.iiep.unesco.org/sites/default/files/ressources/congo_2021-04-gpe-plan-action-2021-2023-strategie-sectorielle-education-republique-congo.pdf,congo_2021-04-gpe-plan-action-2021-2023-strategie-sectorielle-education-republique-congo.pdf,snippet_search_ok,203,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_e12acec327,"Stratégie de développement de l'enseignement primaire, secondaire et professionnel (2010/11-2015/16)",Congo DR,2010,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2010/strat%C3%A9gie-de-d%C3%A9veloppement-de-lenseignement-primaire-secondaire-et-professionnel-201011-201516,http://planipolis.iiep.unesco.org/sites/default/files/ressources/congodrstrategie20102016.pdf,congodrstrategie20102016.pdf,snippet_search_ok,217,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_f92b4178ba,Stratégie pour le développement du sous-secteur de l'EPSP 2010/2011-2015/2016,Congo DR,2010,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2010/strat%C3%A9gie-pour-le-d%C3%A9veloppement-du-sous-secteur-de-lepsp-20102011-20152016-5726,http://planipolis.iiep.unesco.org/sites/default/files/ressources/congo_dr_strategie-pour-le-developpement-de-epsp.pdf,congo_dr_strategie-pour-le-developpement-de-epsp.pdf,snippet_search_ok,218,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_ee62781ed1,Plan intérimaire de l'éducation,Congo DR,2011,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2011/plan-interimaire-de-leducation,http://planipolis.iiep.unesco.org/sites/default/files/ressources/congodr_pie_version_03122011.pdf,congodr_pie_version_03122011.pdf,snippet_search_ok,216,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_61641b200c,Plan intérimaire de l'éducation 2012-2014,Congo DR,2012,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2012/plan-int%C3%A9rimaire-de-l%C3%A9ducation-2012-2014-5628,http://planipolis.iiep.unesco.org/sites/default/files/ressources/congo_dr_plan_interimaire_education_2012-2014.pdf,congo_dr_plan_interimaire_education_2012-2014.pdf,snippet_search_ok,214,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_9f5d1794c1,Stratégie nationale pour le développement de l'alphabétisation et de l'éducation non formelle 2012 à 2019-2020,Congo DR,2012,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2012/strat%C3%A9gie-nationale-pour-le-d%C3%A9veloppement-de-lalphab%C3%A9tisation-et-de-l%C3%A9ducation-non-formelle,http://planipolis.iiep.unesco.org/sites/default/files/ressources/congo_dr_strategie_alphabetisation_et_education_non_formelle_2012_2016-2020.pdf,congo_dr_strategie_alphabetisation_et_education_non_formelle_2012_2016-2020.pdf,snippet_search_ok,215,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_b9bb3bdcc0,Stratégie sectorielle de l'éducation et de la formation 2016-2025,Congo DR,2015,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2015/strat%C3%A9gie-sectorielle-de-l%C3%A9ducation-et-de-la-formation-2016-2025-6259,http://planipolis.iiep.unesco.org/sites/default/files/ressources/congo_dr_strategie-sectorielle-education-formation-2016-2025.pdf,congo_dr_strategie-sectorielle-education-formation-2016-2025.pdf,snippet_search_ok,213,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_dda51c1ebd,Plan intérimaire de lutte contre la COVID-19 en milieux scolaires,Congo DR,2020,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2020/plan-int%C3%A9rimaire-de-lutte-contre-la-covid-19-en-milieux-scolaires-7269,http://planipolis.iiep.unesco.org/sites/default/files/ressources/congo_dr_plan_interimaire_de_lutte_contre_covid-19_en_milieux_scolaires_mepst_juin_2020.pdf,congo_dr_plan_interimaire_de_lutte_contre_covid-19_en_milieux_scolaires_mepst_juin_2020.pdf,snippet_search_ok,211,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_1808fb7286,Projet d’équité et de renforcement du système éducatif (PERSE) : plan de mobilisation des parties prenantes (PMPP) Version 1,Congo DR,2020,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2020/projet-d%E2%80%99%C3%A9quit%C3%A9-et-de-renforcement-du-syst%C3%A8me-%C3%A9ducatif-perse-plan-de-mobilisation-des-parties,http://planipolis.iiep.unesco.org/sites/default/files/ressources/congo_dr_perse_plan-de-mobilisation-des-parties-prenantes-stakeholder-engagement-plan.pdf,congo_dr_perse_plan-de-mobilisation-des-parties-prenantes-stakeholder-engagement-plan.pdf,snippet_search_ok,212,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_15ef0035e9,Plan national sous-sectoriel du numérique PNSN-ESU Horizon 2025,Congo DR,2021,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2021/plan-national-sous-sectoriel-du-numerique-pnsn-esu-horizon-2025,http://planipolis.iiep.unesco.org/sites/default/files/ressources/congo_dr_Plan%20Sous%20Sectoriel%20Numerique-ESU.pdf,congo_dr_Plan Sous Sectoriel Numerique-ESU.pdf,snippet_search_ok,210,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_3f05ee7b30,Plan quinquennal du Ministère de l'éducation nationale et nouvelle citoyenneté (2024-2029),Congo DR,2025,French,National Education Plans,http://planipolis.iiep.unesco.org/en/2025/plan-quinquennal-du-ministere-de-leducation-nationale-et-nouvelle-citoyennete-2024-2029,http://planipolis.iiep.unesco.org/sites/default/files/ressources/Congo_DR_Plan-Quinquennal-education_2024-2029.pdf,Congo_DR_Plan-Quinquennal-education_2024-2029.pdf,snippet_search_ok,209,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_ad2a41f12e,Learning for life: Cook Islands Education Master Plan 2008-2023,Cook Islands,2007,English,National Education Plans,http://planipolis.iiep.unesco.org/en/2007/learning-life-cook-islands-education-master-plan-2008-2023-4588,http://planipolis.iiep.unesco.org/sites/default/files/ressources/cook_islands_education_master_plan.pdf,cook_islands_education_master_plan.pdf,snippet_search_ok,221,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_538a0d5fda,Cook Islands: Draft: Emergency education plan,Cook Islands,2008,English,National Education Plans,http://planipolis.iiep.unesco.org/en/2008/cook-islands-draft-emergency-education-plan-4525,http://planipolis.iiep.unesco.org/sites/default/files/ressources/cook_islands_education_emergency_plan_draft.pdf,cook_islands_education_emergency_plan_draft.pdf,snippet_search_ok,220,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_72c9652cca,Ministry of Education Master Plan 2024-2034,Cook Islands,2024,English,National Education Plans,http://planipolis.iiep.unesco.org/en/2024/ministry-education-master-plan-2024-2034,http://planipolis.iiep.unesco.org/sites/default/files/ressources/cook_islands_Master_plan-2024-2034.pdf,cook_islands_Master_plan-2024-2034.pdf,snippet_search_ok,219,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_8c97a366d5,Plan Nacional de Desarrollo 2015-2018: 5.4. Sector educativo,Costa Rica,2014,Spanish,National Education Plans National Development Plans,http://planipolis.iiep.unesco.org/en/2014/plan-nacional-de-desarrollo-2015-2018-54-sector-educativo-6695,http://planipolis.iiep.unesco.org/sites/default/files/ressources/costa_rica_pnd_2015_018_sector_educativo.pdf,costa_rica_pnd_2015_018_sector_educativo.pdf,snippet_search_ok,227,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_317e72b332,Plan Nacional de la Educación Superior Universitaria Estatal 2016-2020,Costa Rica,2015,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2015/plan-nacional-de-la-educaci%C3%B3n-superior-universitaria-estatal-2016-2020-7219,http://planipolis.iiep.unesco.org/sites/default/files/ressources/costa_rica_plan_nacional_de_la_educacion_superior_universitaria_estatal_2016-2020_2015_spa.pdf,costa_rica_plan_nacional_de_la_educacion_superior_universitaria_estatal_2016-2020_2015_spa.pdf,snippet_search_ok,226,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_b7427ed820,Actualizándonos. Plan nacional de formación permanente 2016-2018,Costa Rica,2016,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2016/actualiz%C3%A1ndonos-plan-nacional-de-formaci%C3%B3n-permanente-2016-2018-7217,http://planipolis.iiep.unesco.org/sites/default/files/ressources/costa_rica_actualizandonos_plan_nacional_de_formacion_permanente_2016_spa.pdf,costa_rica_actualizandonos_plan_nacional_de_formacion_permanente_2016_spa.pdf,snippet_search_ok,225,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_1f764e55eb,"Informe anual y de período 2018: Cumplimiento de metas de objetivos sectoriales, programas y proyectos. PND 2015-2018 sector educativo",Costa Rica,2019,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2019/informe-anual-y-de-per%C3%ADodo-2018-cumplimiento-de-metas-de-objetivos-sectoriales-programas-y,http://planipolis.iiep.unesco.org/sites/default/files/ressources/informe-anual-pnd-2018-sector-educacion.pdf,informe-anual-pnd-2018-sector-educacion.pdf,snippet_search_ok,224,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_79292dfc63,Plan Nacional de la Educación Superior Universitaria Estatal: PLANES 2021-2025,Costa Rica,2020,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2020/plan-nacional-de-la-educaci%C3%B3n-superior-universitaria-estatal-planes-2021-2025-7218,http://planipolis.iiep.unesco.org/sites/default/files/ressources/costa_rica_plan_nacional_de_la_educacion_superior_universitaria_estatal_planes_2021-2025_2020_spa.pdf,costa_rica_plan_nacional_de_la_educacion_superior_universitaria_estatal_planes_2021-2025_2020_spa.pdf,snippet_search_ok,223,no_rights_signal,no_rights_signal,low,ocr_full_text,,
nep_3bbff69dfa,Estrategia de gestión del riesgo de desastres en el sector educación de la República de Costa Rica 2022-2026,Costa Rica,2022,Spanish,National Education Plans,http://planipolis.iiep.unesco.org/en/2022/estrategia-de-gestion-del-riesgo-de-desastres-en-el-sector-educacion-de-la-republica-de-costa,http://planipolis.iiep.unesco.org/sites/default/files/ressources/costa_rica_estrategia-gestion-riesgo-desastre.pdf,costa_rica_estrategia-gestion-riesgo-desastre.pdf,snippet_search_ok,222,no_rights_signal,no_rights_signal,low,ocr_full_text,,
